"","Time","Output","Amount","Investment","HCR"
"1111",9,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.5428081966334,"High Investment","MEY"
"1121",10,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.6843788745067,"High Investment","MEY"
"1131",11,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.8566942094431,"High Investment","MEY"
"1141",12,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.3664751130711,"High Investment","MEY"
"1151",13,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.7218136768051,"High Investment","MEY"
"1161",14,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.8953736129976,"High Investment","MEY"
"1171",15,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.9972518219909,"High Investment","MEY"
"1181",16,"Lost.or.Gained.Yield.Rel.K.2.3.1",-26.439411084737,"High Investment","MEY"
"1191",17,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.3295014625614,"High Investment","MEY"
"1201",18,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.1556977605569,"High Investment","MEY"
"1211",19,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.4596113837264,"High Investment","MEY"
"1221",20,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.6504360884887,"High Investment","MEY"
"1231",21,"Lost.or.Gained.Yield.Rel.K.2.3.1",-26.0086108586546,"High Investment","MEY"
"1241",22,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.1055562726142,"High Investment","MEY"
"1251",23,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.022730698041,"High Investment","MEY"
"1261",24,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.1336932899916,"High Investment","MEY"
"1271",25,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.3656139098726,"High Investment","MEY"
"1281",26,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.7808111890765,"High Investment","MEY"
"1291",27,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.3588420083627,"High Investment","MEY"
"1301",28,"Lost.or.Gained.Yield.Rel.K.2.3.1",-23.3660360432809,"High Investment","MEY"
"1311",29,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.5660892428817,"High Investment","MEY"
"1321",30,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.4859816322542,"High Investment","MEY"
"1331",31,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.8789137053848,"High Investment","MEY"
"1341",32,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.1096496450157,"High Investment","MEY"
"1351",33,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.5203893207684,"High Investment","MEY"
"1361",34,"Lost.or.Gained.Yield.Rel.K.2.3.1",-26.0857621221699,"High Investment","MEY"
"1371",35,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.021497110979,"High Investment","MEY"
"1381",36,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.1163804979525,"High Investment","MEY"
"1391",37,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.7976795795504,"High Investment","MEY"
"1401",38,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.7201502919974,"High Investment","MEY"
"1411",39,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.2250071457441,"High Investment","MEY"
"1421",40,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.7941037897131,"High Investment","MEY"
"1431",41,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.7497028071214,"High Investment","MEY"
"1441",42,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.9859884421423,"High Investment","MEY"
"1451",43,"Lost.or.Gained.Yield.Rel.K.2.3.1",-26.6749587740224,"High Investment","MEY"
"1461",44,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.5938706219151,"High Investment","MEY"
"1471",45,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.6224299787638,"High Investment","MEY"
"1481",46,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.0440134004995,"High Investment","MEY"
"1491",47,"Lost.or.Gained.Yield.Rel.K.2.3.1",-24.5479077374558,"High Investment","MEY"
"1501",48,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.3851312134277,"High Investment","MEY"
"1511",49,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.82039840977,"High Investment","MEY"
"1521",50,"Lost.or.Gained.Yield.Rel.K.2.3.1",-25.1412415487066,"High Investment","MEY"
"1531",51,"Lost.or.Gained.Yield.Rel.K.2.3.1",-26.1569023771429,"High Investment","MEY"
"412",4,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.90008300431597,"Low Investment","MSY"
"53",5,"Lost.or.Gained.Yield.Rel.K.2.1.1",2.74657387976298,"Low Investment","MSY"
"612",6,"Lost.or.Gained.Yield.Rel.K.2.1.1",-3.9373964570691,"Low Investment","MSY"
"712",7,"Lost.or.Gained.Yield.Rel.K.2.1.1",-0.400320859186991,"Low Investment","MSY"
"812",8,"Lost.or.Gained.Yield.Rel.K.2.1.1",1.20713875185837,"Low Investment","MSY"
"912",9,"Lost.or.Gained.Yield.Rel.K.2.1.1",-1.62014127214887,"Low Investment","MSY"
"104",10,"Lost.or.Gained.Yield.Rel.K.2.1.1",1.18121150239905,"Low Investment","MSY"
"1112",11,"Lost.or.Gained.Yield.Rel.K.2.1.1",-4.78241845912909,"Low Investment","MSY"
"1212",12,"Lost.or.Gained.Yield.Rel.K.2.1.1",1.48958604178753,"Low Investment","MSY"
"1312",13,"Lost.or.Gained.Yield.Rel.K.2.1.1",-1.20271529623774,"Low Investment","MSY"
"1412",14,"Lost.or.Gained.Yield.Rel.K.2.1.1",1.48850740211557,"Low Investment","MSY"
"155",15,"Lost.or.Gained.Yield.Rel.K.2.1.1",-0.459860186618499,"Low Investment","MSY"
"162",16,"Lost.or.Gained.Yield.Rel.K.2.1.1",0.0173492060558544,"Low Investment","MSY"
"172",17,"Lost.or.Gained.Yield.Rel.K.2.1.1",-0.651530482757707,"Low Investment","MSY"
"182",18,"Lost.or.Gained.Yield.Rel.K.2.1.1",4.48522882093339,"Low Investment","MSY"
"192",19,"Lost.or.Gained.Yield.Rel.K.2.1.1",-4.54222801833482,"Low Investment","MSY"
"202",20,"Lost.or.Gained.Yield.Rel.K.2.1.1",-2.92409467051233,"Low Investment","MSY"
"212",21,"Lost.or.Gained.Yield.Rel.K.2.1.1",1.49222640348324,"Low Investment","MSY"
"222",22,"Lost.or.Gained.Yield.Rel.K.2.1.1",1.72002538349048,"Low Investment","MSY"
"232",23,"Lost.or.Gained.Yield.Rel.K.2.1.1",0.596862394598986,"Low Investment","MSY"
"242",24,"Lost.or.Gained.Yield.Rel.K.2.1.1",-0.569551582845207,"Low Investment","MSY"
"252",25,"Lost.or.Gained.Yield.Rel.K.2.1.1",-4.58564263597877,"Low Investment","MSY"
"262",26,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.49243693463311,"Low Investment","MSY"
"272",27,"Lost.or.Gained.Yield.Rel.K.2.1.1",-4.11183702549161,"Low Investment","MSY"
"282",28,"Lost.or.Gained.Yield.Rel.K.2.1.1",-0.678812574721675,"Low Investment","MSY"
"292",29,"Lost.or.Gained.Yield.Rel.K.2.1.1",-2.5073750323931,"Low Investment","MSY"
"302",30,"Lost.or.Gained.Yield.Rel.K.2.1.1",1.77260113241332,"Low Investment","MSY"
"312",31,"Lost.or.Gained.Yield.Rel.K.2.1.1",-1.58818886616423,"Low Investment","MSY"
"322",32,"Lost.or.Gained.Yield.Rel.K.2.1.1",0.970643804609409,"Low Investment","MSY"
"332",33,"Lost.or.Gained.Yield.Rel.K.2.1.1",-1.42406689501509,"Low Investment","MSY"
"342",34,"Lost.or.Gained.Yield.Rel.K.2.1.1",-0.155526341727168,"Low Investment","MSY"
"352",35,"Lost.or.Gained.Yield.Rel.K.2.1.1",1.60991724345533,"Low Investment","MSY"
"362",36,"Lost.or.Gained.Yield.Rel.K.2.1.1",-1.55105433366508,"Low Investment","MSY"
"372",37,"Lost.or.Gained.Yield.Rel.K.2.1.1",-4.74665789822498,"Low Investment","MSY"
"382",38,"Lost.or.Gained.Yield.Rel.K.2.1.1",1.63996776487432,"Low Investment","MSY"
"392",39,"Lost.or.Gained.Yield.Rel.K.2.1.1",-1.58842688094484,"Low Investment","MSY"
"402",40,"Lost.or.Gained.Yield.Rel.K.2.1.1",0.489067249626203,"Low Investment","MSY"
"413",41,"Lost.or.Gained.Yield.Rel.K.2.1.1",2.39946356787338,"Low Investment","MSY"
"422",42,"Lost.or.Gained.Yield.Rel.K.2.1.1",-1.66917112096985,"Low Investment","MSY"
"432",43,"Lost.or.Gained.Yield.Rel.K.2.1.1",0.510182853479364,"Low Investment","MSY"
"442",44,"Lost.or.Gained.Yield.Rel.K.2.1.1",0.305100531086509,"Low Investment","MSY"
"452",45,"Lost.or.Gained.Yield.Rel.K.2.1.1",2.17742581901507,"Low Investment","MSY"
"462",46,"Lost.or.Gained.Yield.Rel.K.2.1.1",-3.67793794645662,"Low Investment","MSY"
"472",47,"Lost.or.Gained.Yield.Rel.K.2.1.1",1.16268678373022,"Low Investment","MSY"
"482",48,"Lost.or.Gained.Yield.Rel.K.2.1.1",2.72791978743328,"Low Investment","MSY"
"492",49,"Lost.or.Gained.Yield.Rel.K.2.1.1",-1.46295202196927,"Low Investment","MSY"
"502",50,"Lost.or.Gained.Yield.Rel.K.2.1.1",3.70619813386932,"Low Investment","MSY"
"512",51,"Lost.or.Gained.Yield.Rel.K.2.1.1",0.821027162084505,"Low Investment","MSY"
"552",4,"Lost.or.Gained.Yield.Rel.K.2.2.1",2.62215674523001,"Med Investment","MSY"
"562",5,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.850946983669004,"Med Investment","MSY"
"572",6,"Lost.or.Gained.Yield.Rel.K.2.2.1",2.3104457418747,"Med Investment","MSY"
"582",7,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.154158551735676,"Med Investment","MSY"
"592",8,"Lost.or.Gained.Yield.Rel.K.2.2.1",-1.71988328128097,"Med Investment","MSY"
"602",9,"Lost.or.Gained.Yield.Rel.K.2.2.1",1.70910995390037,"Med Investment","MSY"
"613",10,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.161027340145608,"Med Investment","MSY"
"622",11,"Lost.or.Gained.Yield.Rel.K.2.2.1",2.04108379049427,"Med Investment","MSY"
"632",12,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.659203022508535,"Med Investment","MSY"
"642",13,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.927685061658607,"Med Investment","MSY"
"652",14,"Lost.or.Gained.Yield.Rel.K.2.2.1",1.43207657160137,"Med Investment","MSY"
"662",15,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.137846189226352,"Med Investment","MSY"
"672",16,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.367642194331822,"Med Investment","MSY"
"682",17,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.657843685863398,"Med Investment","MSY"
"692",18,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.360070529336639,"Med Investment","MSY"
"702",19,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.693616121058,"Med Investment","MSY"
"713",20,"Lost.or.Gained.Yield.Rel.K.2.2.1",2.15249607720422,"Med Investment","MSY"
"722",21,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.481860405045893,"Med Investment","MSY"
"732",22,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.284830950635495,"Med Investment","MSY"
"742",23,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.220435234128175,"Med Investment","MSY"
"752",24,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.170502607189007,"Med Investment","MSY"
"762",25,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.508391690832681,"Med Investment","MSY"
"772",26,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.371266297811303,"Med Investment","MSY"
"782",27,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.299342919266607,"Med Investment","MSY"
"792",28,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.910526120075147,"Med Investment","MSY"
"802",29,"Lost.or.Gained.Yield.Rel.K.2.2.1",-1.16079649187543,"Med Investment","MSY"
"813",30,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.526855019090178,"Med Investment","MSY"
"822",31,"Lost.or.Gained.Yield.Rel.K.2.2.1",1.07266057621179,"Med Investment","MSY"
"832",32,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.225579939593857,"Med Investment","MSY"
"842",33,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.723230418811625,"Med Investment","MSY"
"852",34,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.523773978950416,"Med Investment","MSY"
"862",35,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.182788830424713,"Med Investment","MSY"
"872",36,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.131979808965895,"Med Investment","MSY"
"882",37,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.679530476210488,"Med Investment","MSY"
"892",38,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.0859208173791615,"Med Investment","MSY"
"902",39,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.487881202006335,"Med Investment","MSY"
"913",40,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.398678299863093,"Med Investment","MSY"
"922",41,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.331394277596218,"Med Investment","MSY"
"932",42,"Lost.or.Gained.Yield.Rel.K.2.2.1",-1.91035313975425,"Med Investment","MSY"
"942",43,"Lost.or.Gained.Yield.Rel.K.2.2.1",-1.6085974699928,"Med Investment","MSY"
"952",44,"Lost.or.Gained.Yield.Rel.K.2.2.1",1.35322894259097,"Med Investment","MSY"
"962",45,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.139083900698381,"Med Investment","MSY"
"972",46,"Lost.or.Gained.Yield.Rel.K.2.2.1",1.33417962664787,"Med Investment","MSY"
"982",47,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.176173372750668,"Med Investment","MSY"
"992",48,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.879721572852489,"Med Investment","MSY"
"1002",49,"Lost.or.Gained.Yield.Rel.K.2.2.1",0.878720464065736,"Med Investment","MSY"
"1012",50,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.547988320244272,"Med Investment","MSY"
"1022",51,"Lost.or.Gained.Yield.Rel.K.2.2.1",-0.495073651458057,"Med Investment","MSY"
"1062",4,"Lost.or.Gained.Yield.Rel.K.2.3.1",2.66030255795296,"High Investment","MSY"
"1072",5,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.213056289136915,"High Investment","MSY"
"1082",6,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.399667285212658,"High Investment","MSY"
"1092",7,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.381548271136836,"High Investment","MSY"
"1102",8,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.812563885994095,"High Investment","MSY"
"1113",9,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.508034674557521,"High Investment","MSY"
"1122",10,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.81388309388943,"High Investment","MSY"
"1132",11,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.987533164351959,"High Investment","MSY"
"1142",12,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.0455201661764733,"High Investment","MSY"
"1152",13,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.690932980155011,"High Investment","MSY"
"1162",14,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.894816577621128,"High Investment","MSY"
"1172",15,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.390133553211228,"High Investment","MSY"
"1182",16,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.24226517407476,"High Investment","MSY"
"1192",17,"Lost.or.Gained.Yield.Rel.K.2.3.1",1.13273345349306,"High Investment","MSY"
"1202",18,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.285054768629109,"High Investment","MSY"
"1213",19,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.111852059805955,"High Investment","MSY"
"1222",20,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.148194969499158,"High Investment","MSY"
"1232",21,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.0821101747085891,"High Investment","MSY"
"1242",22,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.572203275317136,"High Investment","MSY"
"1252",23,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.204262506774683,"High Investment","MSY"
"1262",24,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.877005405484041,"High Investment","MSY"
"1272",25,"Lost.or.Gained.Yield.Rel.K.2.3.1",1.18189985988127,"High Investment","MSY"
"1282",26,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.216626215618689,"High Investment","MSY"
"1292",27,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.0616398421859827,"High Investment","MSY"
"1302",28,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.0528889129406309,"High Investment","MSY"
"1313",29,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.264577329712992,"High Investment","MSY"
"1322",30,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.245998939193598,"High Investment","MSY"
"1332",31,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.0146284224171893,"High Investment","MSY"
"1342",32,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.641192331717221,"High Investment","MSY"
"1352",33,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.400783443016721,"High Investment","MSY"
"1362",34,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.765660362090088,"High Investment","MSY"
"1372",35,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.207825766791075,"High Investment","MSY"
"1382",36,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.568024595104077,"High Investment","MSY"
"1392",37,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.961812735371055,"High Investment","MSY"
"1402",38,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.809313841739908,"High Investment","MSY"
"1413",39,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.173981736158225,"High Investment","MSY"
"1422",40,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.256618937333457,"High Investment","MSY"
"1432",41,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.64144090385102,"High Investment","MSY"
"1442",42,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.397390843931646,"High Investment","MSY"
"1452",43,"Lost.or.Gained.Yield.Rel.K.2.3.1",-1.85953578101923,"High Investment","MSY"
"1462",44,"Lost.or.Gained.Yield.Rel.K.2.3.1",1.37285742365887,"High Investment","MSY"
"1472",45,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.155757676069271,"High Investment","MSY"
"1482",46,"Lost.or.Gained.Yield.Rel.K.2.3.1",1.15107343830179,"High Investment","MSY"
"1492",47,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.0399657480580231,"High Investment","MSY"
"1502",48,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.355863438706081,"High Investment","MSY"
"1512",49,"Lost.or.Gained.Yield.Rel.K.2.3.1",-0.629718255575284,"High Investment","MSY"
"1522",50,"Lost.or.Gained.Yield.Rel.K.2.3.1",-1.19052165001736,"High Investment","MSY"
"1532",51,"Lost.or.Gained.Yield.Rel.K.2.3.1",0.509654716233285,"High Investment","MSY"
"414",4,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.0616229509268,"Low Investment","Buffer"
"54",5,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.66284813573316,"Low Investment","Buffer"
"614",6,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.11938798121842,"Low Investment","Buffer"
"714",7,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.5378829963824,"Low Investment","Buffer"
"814",8,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.19168247799836,"Low Investment","Buffer"
"914",9,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.79357191625243,"Low Investment","Buffer"
"105",10,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.80496098185733,"Low Investment","Buffer"
"1114",11,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.95366783485293,"Low Investment","Buffer"
"1214",12,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.07782522336341,"Low Investment","Buffer"
"1314",13,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.99867008097847,"Low Investment","Buffer"
"1414",14,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.09939809891056,"Low Investment","Buffer"
"156",15,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.43416407275327,"Low Investment","Buffer"
"163",16,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.72487903136091,"Low Investment","Buffer"
"173",17,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.96289314395362,"Low Investment","Buffer"
"183",18,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.480614855536,"Low Investment","Buffer"
"193",19,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.31363488228259,"Low Investment","Buffer"
"203",20,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.63913143745602,"Low Investment","Buffer"
"213",21,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.43047021102531,"Low Investment","Buffer"
"223",22,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.72169111928703,"Low Investment","Buffer"
"233",23,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.82886807463042,"Low Investment","Buffer"
"243",24,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.34507404876141,"Low Investment","Buffer"
"253",25,"Lost.or.Gained.Yield.Rel.K.2.1.1",4.86169608836609,"Low Investment","Buffer"
"263",26,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.9019992737469,"Low Investment","Buffer"
"273",27,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.38269570745398,"Low Investment","Buffer"
"283",28,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.57960843993818,"Low Investment","Buffer"
"293",29,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.2656775064152,"Low Investment","Buffer"
"303",30,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.9934914857618,"Low Investment","Buffer"
"313",31,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.57819954834996,"Low Investment","Buffer"
"323",32,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.50646040490694,"Low Investment","Buffer"
"333",33,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.94010649387448,"Low Investment","Buffer"
"343",34,"Lost.or.Gained.Yield.Rel.K.2.1.1",9.25902814999818,"Low Investment","Buffer"
"353",35,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.51318797751833,"Low Investment","Buffer"
"363",36,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.20125378246903,"Low Investment","Buffer"
"373",37,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.18877765302063,"Low Investment","Buffer"
"383",38,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.18108943046986,"Low Investment","Buffer"
"393",39,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.60893025093139,"Low Investment","Buffer"
"403",40,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.38071966296933,"Low Investment","Buffer"
"415",41,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.28350973307318,"Low Investment","Buffer"
"423",42,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.26974684852155,"Low Investment","Buffer"
"433",43,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.79063049661692,"Low Investment","Buffer"
"443",44,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.53781854095744,"Low Investment","Buffer"
"453",45,"Lost.or.Gained.Yield.Rel.K.2.1.1",7.28639799036539,"Low Investment","Buffer"
"463",46,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.57589709463111,"Low Investment","Buffer"
"473",47,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.05734111450159,"Low Investment","Buffer"
"483",48,"Lost.or.Gained.Yield.Rel.K.2.1.1",5.56616636731112,"Low Investment","Buffer"
"493",49,"Lost.or.Gained.Yield.Rel.K.2.1.1",6.38445559676511,"Low Investment","Buffer"
"503",50,"Lost.or.Gained.Yield.Rel.K.2.1.1",3.49046957466321,"Low Investment","Buffer"
"513",51,"Lost.or.Gained.Yield.Rel.K.2.1.1",3.30838376637947,"Low Investment","Buffer"
"553",4,"Lost.or.Gained.Yield.Rel.K.2.2.1",5.81609103282307,"Med Investment","Buffer"
"563",5,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.77691204064604,"Med Investment","Buffer"
"573",6,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.50688647795361,"Med Investment","Buffer"
"583",7,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.62761837804057,"Med Investment","Buffer"
"593",8,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.3403776965892,"Med Investment","Buffer"
"603",9,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.98331115531538,"Med Investment","Buffer"
"615",10,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.26164489235404,"Med Investment","Buffer"
"623",11,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.36117926657264,"Med Investment","Buffer"
"633",12,"Lost.or.Gained.Yield.Rel.K.2.2.1",5.93653440491277,"Med Investment","Buffer"
"643",13,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.42451488655677,"Med Investment","Buffer"
"653",14,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.35014520652362,"Med Investment","Buffer"
"663",15,"Lost.or.Gained.Yield.Rel.K.2.2.1",4.82492183252915,"Med Investment","Buffer"
"673",16,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.36826697081284,"Med Investment","Buffer"
"683",17,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.20138585641571,"Med Investment","Buffer"
"693",18,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.27560826449075,"Med Investment","Buffer"
"703",19,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.7994016868535,"Med Investment","Buffer"
"715",20,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.33784245590259,"Med Investment","Buffer"
"723",21,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.83748589434385,"Med Investment","Buffer"
"733",22,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.07226209047328,"Med Investment","Buffer"
"743",23,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.64841699820785,"Med Investment","Buffer"
"753",24,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.3420024188534,"Med Investment","Buffer"
"763",25,"Lost.or.Gained.Yield.Rel.K.2.2.1",5.78319354460676,"Med Investment","Buffer"
"773",26,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.43750016871053,"Med Investment","Buffer"
"783",27,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.5118624405916,"Med Investment","Buffer"
"793",28,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.0375909332011,"Med Investment","Buffer"
"803",29,"Lost.or.Gained.Yield.Rel.K.2.2.1",5.3299728561623,"Med Investment","Buffer"
"815",30,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.35446729279126,"Med Investment","Buffer"
"823",31,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.42641863286509,"Med Investment","Buffer"
"833",32,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.53541123265755,"Med Investment","Buffer"
